pipe_id,latitude,longitude,material,diameter,installation_year,age,soil_type,pressure,depth,prev_repairs,last_inspection,traffic_load,elevation,ground_movement_risk,water_proximity,temp_fluctuation
P0305,35.31367927281049,-118.49101994730898,Steel,small (2-6),1951,72,Rocky,74.46,3.32,3,705,6,321.6025923163135,7.981216357046529,2285.253953026589,42.643624527206924
P0306,38.72664179518628,-122.05153067857303,Asbestos Cement,small (2-6),1935,88,Rocky,14.62,6.39,7,742,7,189.69446885523033,4.721685279941821,4233.5616726722355,24.965349671296476
P0307,36.10008114321882,-121.32094012001704,Steel,large (14-24),1942,81,Clay,65.21,7.29,2,1030,5,112.10376367678498,3.003375113865151,778.1878877807741,24.52320685853285
P0308,32.83399142446076,-118.46176059960314,Asbestos Cement,small (2-6),1933,90,Clay,76.17,3.78,5,539,3,554.2444413929571,3.676426317774215,4570.443581632941,32.45104754167189
P0309,36.37499524941181,-121.48227339462244,HDPE,small (2-6),1968,55,Sandy,31.9,4.43,5,1051,4,486.5976023412189,9.763081041875042,3350.93571704953,14.722238759006443
P0310,38.54300352911438,-122.77032559114885,Steel,small (2-6),1937,86,Sandy,46.13,5.52,9,591,1,724.3613775827384,0.5812937488746084,1733.9180757022316,19.59491344824781
P0311,33.43750966371925,-118.41204387574864,Ductile Iron,small (2-6),1967,56,Silt,24.14,3.27,3,355,6,537.8211797385078,6.172475003803535,287.806760625835,9.275643173337887
P0312,39.60315488312435,-122.04192201780828,Cast Iron,medium (8-12),1954,69,Silt,73.04,4.95,2,788,2,173.1338751963697,7.743048365040433,1558.1285848735943,14.487968212807704
P0313,33.31138058667852,-114.95084152761537,Cast Iron,small (2-6),1992,31,Silt,48.92,4.64,1,665,8,959.5734052419529,3.611469802293741,514.5382819537747,29.38047184304797
P0314,35.38196068103462,-120.37518969694527,Cast Iron,medium (8-12),1959,64,Sandy,46.8,5.17,1,679,10,707.6217559515544,5.456859140009329,2836.553386296859,45.755912614632955
P0315,35.02308218391992,-116.44404936132815,Cast Iron,small (2-6),1958,65,Sandy,47.4,7.5,5,252,3,574.2046929590281,4.684425650917863,3308.9855960517402,15.214434582600603
P0316,40.11105863816401,-120.53962268626545,Asbestos Cement,small (2-6),1930,93,Rocky,60.86,5.66,5,650,9,671.2587360851963,6.022765808038702,587.5518117083056,35.70178489307708
P0317,36.13125454013767,-121.54118770115271,Asbestos Cement,large (14-24),1934,89,Loam,48.69,6.79,3,351,1,159.51730894316242,6.9689133074614205,3064.536600085412,38.43489953555417
P0318,39.751301663974175,-123.06671837312238,Cast Iron,large (14-24),1939,84,Clay,91.71,4.8,8,605,1,367.9027448780138,7.138960737544639,1584.626548914887,6.210232818934455
P0319,40.57908013294981,-120.14956635278782,Cast Iron,small (2-6),1964,59,Clay,20.97,6.36,3,824,7,480.0849979494828,5.119937321903717,4409.65714883101,18.87240342767214
P0320,40.835369781253895,-124.0770462792932,Asbestos Cement,small (2-6),1933,90,Clay,75.27,5.02,6,82,9,929.6675691090549,7.803547100922988,3746.897749726141,7.770820146953402
P0321,36.17824110448137,-120.86586074827372,Asbestos Cement,small (2-6),1928,95,Rocky,64.82,7.29,5,147,9,741.162476419712,3.762433720736044,2325.9010119650443,29.28926668999805
P0322,33.959999290168845,-115.43887751200751,Cast Iron,medium (8-12),1933,90,Rocky,36.4,5.24,6,256,10,316.6809190582065,3.513904433606656,4950.719073940394,27.241755389828906
P0323,39.895900860585805,-123.1243465041701,Ductile Iron,small (2-6),1930,93,Loam,33.67,3.91,7,663,8,407.79643540149067,0.8082682538016717,132.40804762978232,46.62192543656736
P0324,37.47946934310018,-121.52849332799468,Cast Iron,very large (>24),1953,70,Sandy,90.07,7.19,6,1054,7,42.29147041454884,7.082149832443245,1086.5143614798922,38.57071009237939
P0325,40.87411528609465,-120.13290662987615,Asbestos Cement,very large (>24),1931,92,Silt,50.75,7.54,5,1008,9,244.38108165661643,7.123496701876979,2434.9018160986334,31.152793595587628
P0326,35.18533992514101,-119.66087827966865,Ductile Iron,small (2-6),1936,87,Rocky,55.81,7.73,6,364,5,778.7379023571476,2.9470650526008804,2281.668278549295,36.74235019625789
P0327,40.95709637026828,-121.66133979979637,Asbestos Cement,medium (8-12),1925,98,Loam,85.45,3.26,6,121,3,558.0318514081359,5.927943330686575,2789.662419861948,13.428144226301564
P0328,38.69971914454668,-119.71095497004279,Steel,small (2-6),1966,57,Loam,31.48,3.88,1,711,3,696.5086094396127,1.9798159950903427,2232.175844561909,12.071429071078567
P0329,33.574003194427846,-116.54703641458009,Asbestos Cement,large (14-24),1938,85,Sandy,65.78,3.41,8,295,6,82.68856693941218,8.150234966964026,2358.891080800226,49.389050816055395
P0330,33.900812215548285,-118.07761540571686,HDPE,medium (8-12),1974,49,Silt,39.0,7.3,2,207,1,761.7978513860695,7.8663160674605095,4442.969630223598,35.14995134186328
P0331,37.666840251030614,-120.94518271191096,Steel,medium (8-12),1945,78,Silt,48.57,3.24,6,394,10,297.0362643369657,8.9295152547975,4720.420271776415,14.636015058250525
P0332,36.25197926720389,-121.83267431311064,Asbestos Cement,very large (>24),1936,87,Loam,74.16,6.72,1,973,10,735.1559952569229,5.899726733300074,632.3329983995368,5.206971016686338
P0333,33.83474059305741,-117.9632313397623,Cast Iron,medium (8-12),1957,66,Loam,51.17,7.89,2,1025,9,443.38192125513285,1.0916721073003977,4543.384081491409,10.393171139831805
P0334,35.109697811667864,-115.17860899094728,Cast Iron,very large (>24),1934,89,Silt,16.43,3.33,3,712,6,341.3814641441376,8.15966728775413,1011.8943161729088,11.676110800322782
P0335,34.70939670543987,-118.11919301327512,Steel,small (2-6),1944,79,Clay,78.37,5.77,1,557,5,654.014281391858,5.107764857572191,3667.201086031405,12.638622468975433
P0336,35.050750723876206,-117.63052431057416,PVC,very large (>24),1982,41,Sandy,19.62,7.7,1,643,5,912.3070160212128,8.182632535629692,4520.22749027919,25.733934440621084
P0337,34.100185235753194,-116.5151216341013,Asbestos Cement,very large (>24),1921,102,Rocky,63.36,5.4,7,336,7,449.50482026334635,0.3347195984639273,4891.516571974953,7.269144194889216
P0338,34.88437846000267,-117.32393788593387,Ductile Iron,medium (8-12),1951,72,Sandy,80.83,3.92,4,133,1,650.6535823060087,9.976202344657878,4105.898527323329,48.323253821295594
P0339,35.36322205978041,-117.92716890386149,Cast Iron,medium (8-12),1932,91,Sandy,129.29,3.45,6,299,10,579.7550452995084,5.255946125579261,737.161877486191,18.83973510541705
P0340,38.35441338542272,-119.83951209302403,Cast Iron,medium (8-12),1963,60,Clay,54.36,3.92,5,188,10,263.20506863598615,9.051403474155954,786.53222464107,45.85673636605162
P0341,39.72576252320559,-122.73378352944782,Asbestos Cement,small (2-6),1941,82,Clay,37.46,7.92,5,43,1,923.7475055509658,3.9973460289955143,4686.2326196239965,24.59143162769782
P0342,35.67435871264669,-115.91200614325939,Cast Iron,large (14-24),1921,102,Clay,43.46,3.69,8,469,7,227.50245260442125,8.933634071971298,4521.951536120189,5.174906897415935
P0343,40.57801822749719,-122.26507409659725,Ductile Iron,medium (8-12),1956,67,Sandy,48.46,7.65,2,1085,4,435.37011435972903,0.127511821075329,4027.899760927747,38.49680480822448
P0344,39.9473215903016,-121.09160761998208,Asbestos Cement,medium (8-12),1949,74,Loam,32.39,3.74,2,383,4,166.2740611496466,7.413365526934573,2127.761144702613,25.782115261844286
P0345,35.277943296900354,-115.31357903672178,Asbestos Cement,small (2-6),1928,95,Silt,59.61,3.53,7,985,8,431.9260041604003,8.348472793426897,4074.063963743322,48.368394930179086
P0346,35.821059359951725,-121.42694981952604,Steel,small (2-6),1934,89,Silt,86.29,5.06,7,272,9,722.2319916177283,6.957110985227738,984.7156450199035,29.351059232656542
P0347,32.95446871881687,-115.573194575347,Asbestos Cement,large (14-24),1978,45,Sandy,34.65,6.93,7,436,9,621.657518203138,4.840986850938859,493.99202222265905,34.062604426675605
P0348,32.98067010992752,-114.77406040059172,Asbestos Cement,small (2-6),1936,87,Rocky,28.19,3.56,2,66,5,988.5325145941129,2.506189450168441,2576.9656329511427,44.50227029069291
P0349,35.60290810460609,-117.9551984455299,Cast Iron,small (2-6),1948,75,Clay,16.42,5.57,3,756,6,873.3536699762474,3.3839168092111827,3723.2558828398255,12.429844641183372
P0350,40.175411285135695,-122.50654706715483,Cast Iron,medium (8-12),1952,71,Sandy,75.68,6.63,4,426,2,415.7884522047332,4.469895924358371,2738.8980768765596,34.47360361339329
P0351,37.41748336978069,-118.43229064487045,Asbestos Cement,very large (>24),1924,99,Clay,60.95,6.74,3,888,3,165.14877479704992,8.709329615418556,4450.710122634539,37.189982808169475
P0352,35.014170297488235,-117.03170884054025,Cast Iron,small (2-6),1968,55,Clay,39.44,4.63,3,1050,6,710.5452912329525,1.9973769108869965,3817.925258480189,14.491622585026676
P0353,41.261923867094055,-120.02812187211484,Asbestos Cement,medium (8-12),1948,75,Rocky,30.26,3.71,0,897,6,489.55379197920365,7.293960663273747,529.0032041131903,29.376036956782983
P0354,37.85673680297178,-119.07733441002037,Asbestos Cement,medium (8-12),1966,57,Silt,29.14,3.07,2,475,6,172.77140765451892,1.8157629283332932,1011.7473116149728,25.84892855584585
P0355,34.84845770051933,-116.64205988100409,Cast Iron,large (14-24),1969,54,Rocky,76.83,4.89,2,540,6,102.74861465058626,3.1994613737975044,756.7569423128945,10.841890987346158
P0356,35.73995479189092,-116.06530197806065,Asbestos Cement,medium (8-12),1998,25,Clay,43.58,5.74,0,259,10,880.6777493473495,4.55534427839059,4888.49731295502,46.590915124368514
P0357,33.51641698115892,-116.9456703394653,Asbestos Cement,small (2-6),1929,94,Silt,49.83,4.91,7,159,4,757.7063821947079,6.587665577873532,2391.675723726342,9.607409482494887
P0358,40.82732466249281,-122.83799431137948,Steel,medium (8-12),1951,72,Loam,40.37,5.32,4,989,10,540.5069297199041,1.54129261917051,1129.508830732568,47.673905520396005
P0359,35.30965192889313,-119.2956338307259,Steel,small (2-6),1942,81,Clay,35.72,3.04,4,367,4,953.768100585626,5.746634446428177,3176.9162007934337,7.100281563957398
P0360,34.6305974732981,-120.41936095081219,Steel,medium (8-12),1924,99,Rocky,59.55,7.72,4,501,3,705.9662276189299,3.708899313522742,2379.274250937799,11.979288801075523
P0361,37.15931688093796,-121.79419569401361,Asbestos Cement,medium (8-12),1943,80,Silt,53.24,5.46,3,0,1,261.65417757585885,0.4929117991934451,215.83227513416625,7.459730001601235
P0362,34.8255987935164,-117.35387752435294,Cast Iron,small (2-6),1933,90,Clay,69.75,4.3,8,438,3,116.22175081616226,3.125783988519939,3437.4618121766516,43.597887020346995
P0363,37.34269213555828,-118.35476080714662,Steel,medium (8-12),1986,37,Sandy,54.5,7.66,2,366,8,899.8917998413059,3.7291190872558477,4277.589901844677,13.511238736297184
P0364,41.99754208645188,-121.93732788484387,Asbestos Cement,medium (8-12),1929,94,Sandy,90.7,4.3,1,560,9,472.82519810033654,7.556370666794926,1576.045025129907,30.473607676659594
P0365,35.069956911632545,-116.05037717071497,Ductile Iron,large (14-24),1926,97,Silt,72.03,6.43,8,220,1,740.056845542891,0.6889830838842781,3531.254705352817,9.6465824244058
P0366,35.955392450789,-116.55634487329928,Cast Iron,medium (8-12),1930,93,Clay,78.05,6.86,8,161,5,600.1967801325014,6.329895504608412,3224.5480558358713,11.67181694250837
P0367,32.601386734563924,-116.34614654625518,Asbestos Cement,small (2-6),1924,99,Silt,32.59,5.67,4,61,5,82.09025916041968,3.4353464697856264,1508.6480443190353,8.325852966936372
P0368,40.7668685596763,-123.04414844431031,Cast Iron,small (2-6),1951,72,Sandy,61.48,5.4,4,996,8,495.02018923192634,2.6424726578687574,1080.1758868180962,27.941086330804477
P0369,35.66699446210735,-119.78420415373236,HDPE,small (2-6),1978,45,Sandy,83.6,5.43,1,291,9,413.87906515462424,7.980233151919952,1013.3925529817284,6.30331897638929
P0370,32.99443546818325,-115.21542567374598,Asbestos Cement,small (2-6),1973,50,Clay,56.62,5.2,4,835,7,450.8634054701314,4.123222037079803,3706.216220725293,14.573573028410637
P0371,41.64185711656628,-120.00689575302826,Cast Iron,medium (8-12),1933,90,Loam,77.48,7.13,5,991,10,198.20674551977868,4.7285340704282275,4053.800218285852,17.124706541230697
P0372,40.46943504169486,-124.16060571407606,PVC,medium (8-12),1928,95,Sandy,44.03,6.45,4,317,1,43.301724317923785,6.201366415470688,2525.119672506628,35.455345288300464
P0373,39.2324679658631,-123.2983992830731,Cast Iron,large (14-24),1933,90,Silt,53.83,7.35,5,174,7,330.1763007953068,1.1007438196799668,366.1223805914776,48.341408300186785
P0374,32.685275152299944,-116.04009967894737,Cast Iron,very large (>24),1948,75,Rocky,59.92,7.91,2,248,3,460.9496173000371,3.9640358638266084,2803.101978524696,9.669016824693585
P0375,33.78423901462858,-117.20043717311628,Cast Iron,small (2-6),1975,48,Rocky,84.21,7.73,7,281,3,178.69468775160092,2.8152221075304915,2919.1419380057414,49.49155419602387
P0376,41.02906016072424,-120.82609763170231,HDPE,small (2-6),1935,88,Loam,124.12,5.95,5,592,2,841.4307646875891,5.81793833254615,3094.7601857651784,9.676765315837416
P0377,36.411602842107314,-121.00402240689507,Ductile Iron,small (2-6),1957,66,Silt,73.67,7.91,3,651,3,126.19503704919954,5.406060474111262,4691.149652547736,19.229054297614752
P0378,35.96839224220216,-118.07930404644841,Ductile Iron,small (2-6),1942,81,Rocky,33.06,5.11,1,940,8,313.727355599965,5.044032928055559,4981.849307260639,37.87485626675785
P0379,35.629091636825066,-118.3281482468031,Asbestos Cement,small (2-6),1954,69,Clay,60.32,6.22,0,136,6,96.19611210251034,0.5085830293996574,1512.383485790404,21.801749851584976
P0380,35.70860596898105,-120.1062802796577,PVC,medium (8-12),1953,70,Sandy,39.13,6.73,4,932,5,878.2133450613447,0.4150326660608139,910.9821893831471,38.138014161215224
P0381,40.34042982301833,-123.17762326900124,Asbestos Cement,large (14-24),1975,48,Loam,42.61,5.43,4,246,10,311.8314532252444,1.4490620569005785,1338.9055632266954,12.208944816252094
P0382,40.20604473685176,-124.15533226239798,Steel,medium (8-12),1987,36,Sandy,51.6,3.26,0,1047,9,22.65383300815016,4.938921107698626,2183.228371131372,29.89425876221972
P0383,37.61230214325341,-119.57740094083996,Cast Iron,small (2-6),1930,93,Rocky,100.54,4.46,6,869,8,514.4870352679173,0.03380652263326289,818.3810191838303,11.870868416699018
P0384,37.61464977551611,-119.72793130396876,Cast Iron,small (2-6),1991,32,Silt,50.95,5.26,0,1031,9,848.5091434771338,6.365426582910545,2949.8426414703576,22.369997142409552
P0385,33.92369658942224,-118.49579790258174,Cast Iron,small (2-6),1939,84,Clay,55.43,7.31,3,206,5,254.80454969460465,4.277633976542181,3366.098908293061,17.92841163826548
P0386,34.97059610640081,-118.3292536606219,Cast Iron,very large (>24),1933,90,Rocky,29.13,7.59,7,502,5,669.314693252687,1.3416756544917374,3351.231228419789,49.345665905781644
P0387,34.90029852062718,-119.91383972210514,PVC,small (2-6),1959,64,Rocky,52.07,7.78,0,76,9,457.5991398253899,4.016632094217652,4281.566622553118,24.93563411511525
P0388,36.48538023870641,-121.17673131774248,Cast Iron,small (2-6),1940,83,Loam,63.5,3.11,7,407,1,999.4584021556426,4.748470511663077,2827.323673597526,42.1624212255432
P0389,34.26249676494833,-117.65736215377652,Asbestos Cement,medium (8-12),1936,87,Loam,43.23,3.78,2,968,4,338.4641395538102,3.9310224666110005,4466.729759218408,30.816170485883383
P0390,36.22091816708772,-117.96989857651928,Asbestos Cement,small (2-6),1950,73,Clay,17.15,7.78,5,549,4,43.707318525016746,9.065810392993743,1676.611297942583,39.21341412345317
P0391,41.61644846100245,-120.74656872223171,Cast Iron,small (2-6),1945,78,Sandy,30.05,6.42,2,196,5,326.5246888298553,1.7042870125597342,4137.556570468191,15.591200966072668
P0392,36.75752829700552,-121.61866736782534,Steel,small (2-6),1967,56,Rocky,38.12,4.72,1,130,9,845.4433247506777,9.168477244960728,1297.652051744068,42.64813541779138
P0393,40.144096124679436,-123.05210310464695,Asbestos Cement,large (14-24),1923,100,Rocky,24.65,5.49,6,329,4,994.6051738838189,8.20068697550898,4694.330429636503,49.62778927099696
P0394,36.01160961741395,-121.04229421492171,Steel,medium (8-12),1925,98,Loam,45.54,3.51,9,233,6,868.1258717207792,6.888598624197524,418.07485379541487,5.68299421808732
P0395,35.902375421360155,-120.52425497425702,Steel,medium (8-12),1964,59,Rocky,91.05,5.5,1,131,4,623.9283450426789,7.702529965062767,1434.7924294126008,10.052952784206404
P0396,37.230774874580234,-118.6812179230845,HDPE,medium (8-12),1944,79,Clay,21.24,4.63,3,19,1,665.549624394951,5.29513943969792,4749.570101054592,26.371190990770845
P0397,35.70075817422908,-118.35239764769213,Cast Iron,small (2-6),1949,74,Sandy,23.82,5.59,7,952,1,392.15558913690774,4.348273367141793,4266.189506518443,45.011689183902476
P0398,34.9950193174777,-119.20357908299026,Asbestos Cement,medium (8-12),1952,71,Rocky,70.32,5.63,5,285,3,572.2225937469533,0.7774478635173676,3492.760238639302,21.244616695620014
P0399,35.88169971290625,-121.51690643311196,Cast Iron,medium (8-12),1953,70,Clay,50.67,5.09,1,459,9,194.6401617015152,9.517934703067848,4472.103951883603,33.743955089838465
P0400,38.292227857599215,-122.43693214976935,Cast Iron,small (2-6),1938,85,Clay,59.37,3.1,6,557,9,458.96336212486665,1.2251533836305517,4331.90886155857,25.74096596799859
P0401,35.000838660890174,-118.65951786272939,Steel,very large (>24),1967,56,Silt,73.77,5.36,2,863,10,960.1353772200972,5.048434657069829,2354.454922464744,40.66056433261679
P0402,41.0102149632865,-123.89322393129143,Cast Iron,medium (8-12),1935,88,Clay,40.98,6.82,7,891,7,919.5352998749458,7.238027494871785,1322.3251191993834,20.183001727304962
P0403,35.78952748248534,-117.62647746808764,Asbestos Cement,medium (8-12),1988,35,Silt,39.16,4.65,1,895,3,272.839998404815,3.422176630330717,832.367160927075,42.21070462332944
P0404,36.40165380557216,-116.9356312745304,PVC,very large (>24),1937,86,Clay,48.8,7.27,2,530,10,174.30747449805227,6.872595266179213,4375.197690707624,13.182078452241534
P0405,38.74337778558059,-119.8901929382053,Cast Iron,very large (>24),1940,83,Clay,101.35,7.09,2,525,5,595.4823543028739,7.5792545531722215,4420.601411506195,10.834679497369361
P0406,36.47099256074334,-118.56164642612293,Ductile Iron,small (2-6),1960,63,Silt,30.85,3.47,2,112,10,242.49074160410066,3.4567032537550526,588.1358901502492,24.915410915132906
P0407,37.69099961742098,-120.75978116883438,Cast Iron,small (2-6),1928,95,Clay,37.32,5.51,3,897,4,453.93548256960804,1.5821300977681563,3016.399328634374,7.6213985152863195
P0408,37.08749714768669,-119.10215269599763,Asbestos Cement,small (2-6),1966,57,Silt,47.38,5.97,2,490,4,549.0563425488909,4.281146398697687,2093.084168880768,25.871124338005583
P0409,39.40749226605582,-123.37333729110794,Cast Iron,small (2-6),1927,96,Clay,71.13,4.08,6,292,4,150.8240793038288,7.005229557776667,1145.5465144215166,47.67023265490567
P0410,39.957078345221824,-122.48364665020429,Ductile Iron,medium (8-12),1934,89,Clay,60.84,5.75,4,491,4,787.8019833772352,5.462593647778679,1930.360860416534,21.11603372185802
P0411,36.82835555268498,-118.0750071099431,Steel,medium (8-12),1946,77,Rocky,61.18,3.48,4,459,1,374.5836731410116,0.054141827633202855,3580.038375754166,8.442473014587266
P0412,36.642458830739585,-117.8846369358044,Cast Iron,small (2-6),1949,74,Sandy,45.3,3.26,1,698,6,481.16008086968367,0.236452931240273,2398.831021474093,26.948146150544527
P0413,40.222819851242406,-124.09182618132476,Ductile Iron,small (2-6),1938,85,Sandy,28.55,5.13,6,661,10,910.0591526189323,9.675169996424062,1491.126458641413,45.21101258494286
P0414,41.854121509046976,-123.04821388929285,Steel,small (2-6),1950,73,Loam,42.31,7.2,5,806,5,25.176552253955986,9.1286211340179,4587.099275572555,47.76399158394547
P0415,39.50146496140671,-122.63078659493117,Asbestos Cement,small (2-6),1945,78,Loam,39.19,6.3,3,854,6,32.10816266565486,9.134804558918624,23.871291743946532,32.03257620339157
P0416,36.96353163234491,-121.02667359000962,Asbestos Cement,small (2-6),1953,70,Rocky,32.4,6.51,3,918,6,991.5272618892941,4.564864159582022,3874.9354936078544,28.51030255486911
P0417,36.09286532051808,-118.44774170973685,Asbestos Cement,small (2-6),1949,74,Silt,32.7,6.59,5,61,3,184.05485695929002,2.1570611180285604,3483.724736171706,8.693516459101229
P0418,34.88052497764483,-120.32384575596141,Steel,large (14-24),1942,81,Sandy,101.63,4.26,8,532,8,579.2997021526924,9.908862350803071,9.062173325616873,17.817226638969135
P0419,38.512871864474924,-120.09136109628615,PVC,small (2-6),1959,64,Silt,59.43,4.55,3,200,6,489.13189632446654,4.411286665112594,767.9133827476942,14.846523332227427
P0420,40.626377539990735,-124.16520965030978,Cast Iron,small (2-6),1943,80,Clay,16.29,6.38,3,768,9,191.648674272072,2.2194892423818824,1937.4337986497287,21.80166115525776
P0421,37.06931233744012,-122.33675090238812,Asbestos Cement,medium (8-12),1927,96,Silt,10.45,6.5,5,946,6,722.784349358365,1.5784967413560191,39.51581875139054,40.239459376081264
P0422,40.54226606342132,-123.16125286994415,Cast Iron,medium (8-12),1947,76,Loam,40.86,4.92,4,471,8,948.7763808490926,4.255022733985305,1085.1613783660796,27.424269928270657
P0423,35.67998560250315,-117.19737117863467,Ductile Iron,medium (8-12),1960,63,Clay,43.38,4.24,3,359,6,763.536348765453,0.4257165840347332,3602.3651150954242,21.05667531794003
P0424,34.920631027301106,-116.39127877114143,Steel,small (2-6),1940,83,Silt,62.86,4.1,3,567,9,367.9056924149753,2.172471472836617,1343.5310274561946,8.45478770262828
P0425,36.93989423915031,-117.92190078030706,Asbestos Cement,very large (>24),1995,28,Rocky,47.33,3.13,1,986,8,497.0087022239028,9.626508929912713,3080.7258838484845,13.629440956540456
P0426,40.86635039422641,-120.32895761959823,Cast Iron,small (2-6),1935,88,Loam,49.34,7.74,6,975,6,967.9711842553467,7.4416017476418785,1468.4753170450858,36.95912582553563
P0427,40.51407598313863,-122.62837348844138,Asbestos Cement,small (2-6),1962,61,Sandy,31.34,6.48,4,687,4,322.7427966538045,0.7852672128965565,2251.334623478782,43.63693578055016
P0428,40.858594456367804,-121.09105669455546,Steel,small (2-6),1949,74,Rocky,36.07,5.93,3,24,6,638.3950668305687,8.20594341526333,580.3599453973928,28.06087944349337
P0429,33.15925549193515,-116.07186879158785,Asbestos Cement,small (2-6),1925,98,Clay,45.84,6.27,2,114,9,795.123934177299,4.099445434024924,701.4134399779182,42.42423660450594
P0430,37.9917129672559,-120.55264705826542,PVC,large (14-24),1974,49,Silt,65.68,3.04,0,662,3,786.4012311526227,8.511483486347709,4634.666117128035,33.9480467391589
P0431,39.025810459355874,-121.412964419753,HDPE,small (2-6),1945,78,Clay,36.79,3.79,4,1026,2,997.5467568936378,0.6837880518780837,173.3835173491699,10.468665384521087
P0432,35.01184083033163,-118.95994320319357,PVC,very large (>24),1965,58,Rocky,65.52,7.14,3,720,6,229.85955775816237,9.085762929814312,866.2231740276966,27.746888228938946
P0433,39.39289835181951,-122.08682656117837,Cast Iron,medium (8-12),1941,82,Loam,38.93,7.85,5,252,10,464.02701217184807,2.8098059861198688,2339.375835511563,25.725712198363535
P0434,38.79990437929831,-120.91202526691227,Ductile Iron,small (2-6),1934,89,Silt,47.24,5.33,8,962,8,4.213060867383045,3.5049461763757073,858.8841973719396,38.70749529282207
P0435,39.65332536431311,-123.38313425295495,Cast Iron,small (2-6),1941,82,Rocky,47.84,7.16,3,404,8,397.9543104526485,8.156640984326204,3415.5106199677093,49.484451067485274
P0436,36.0906993785922,-119.63140403938164,Cast Iron,medium (8-12),1939,84,Clay,69.6,5.35,7,859,2,455.1850249831198,2.919686832187182,51.364898747545126,8.526970953875994
P0437,33.24360756693382,-114.69916013527967,Steel,large (14-24),1950,73,Clay,29.91,3.93,3,473,10,645.9937214115006,5.2376217520643555,3125.9831352884853,10.202388858817663
P0438,40.3555836682562,-123.47094314385511,Asbestos Cement,small (2-6),1956,67,Sandy,86.91,7.19,4,409,10,291.3622120709256,2.4328210571117115,1440.5740445673803,14.185692469659704
P0439,35.45806670055155,-115.34612340424104,Cast Iron,small (2-6),1937,86,Sandy,29.43,7.76,2,26,6,530.3214773109895,7.114023824571957,4767.638338318274,27.943975308329485
P0440,38.76812566330301,-119.81755329413397,Cast Iron,medium (8-12),1933,90,Clay,86.46,5.45,2,563,10,72.26536300710585,9.313024269992598,1898.418011733336,14.946769345688777
P0441,33.9494551308726,-115.47851509342352,Steel,small (2-6),1960,63,Silt,72.42,4.39,5,378,4,819.9212795833066,4.54870372517704,3881.7900495271447,25.24562929786641
P0442,39.10586538195276,-123.38989211547309,Ductile Iron,small (2-6),1949,74,Loam,31.3,6.36,4,75,10,891.9347245460119,6.352839616568033,4557.784827365949,7.667354948473989
P0443,35.06923876197855,-120.29626626016544,Asbestos Cement,small (2-6),1932,91,Rocky,17.72,6.43,4,1094,4,756.9218324312995,0.9227172866921995,1556.4824162446096,28.876004881388017
P0444,35.62473789300188,-119.1627272100947,Cast Iron,small (2-6),1940,83,Sandy,74.8,5.19,5,746,1,573.9845240627895,6.445541177825516,3888.03905340296,16.59158557140146
P0445,34.54254529856527,-116.98582671914349,Asbestos Cement,small (2-6),1941,82,Rocky,45.78,7.3,3,852,3,799.8504343535926,6.794473696017525,1234.5852686721792,35.00996059820841
P0446,39.49138622340573,-123.048106959383,Asbestos Cement,large (14-24),1943,80,Rocky,86.92,6.02,1,254,3,791.9778261924337,3.717538437881066,4645.716783995012,30.896029319745292
P0447,32.813280964984635,-115.55517618406097,Ductile Iron,small (2-6),1951,72,Silt,71.62,3.53,3,457,1,922.849143558814,5.478075009631036,2504.251283201789,12.279279096581764
P0448,39.456889826084925,-120.76824322899547,Asbestos Cement,small (2-6),1930,93,Sandy,59.95,5.57,1,867,1,421.76589022813505,3.396791860495696,3962.242260588316,41.51666790398477
P0449,41.10689693116742,-124.06687160354683,Steel,small (2-6),1928,95,Clay,82.09,6.81,3,315,1,729.6189785320475,2.2193006402144833,2806.876140818671,42.271491169262454
P0450,41.3733466612606,-121.06187408898231,Cast Iron,small (2-6),1925,98,Sandy,41.9,6.31,1,639,10,112.4840196680188,4.764964432961001,1612.456299647838,45.31444092393424
P0451,35.10953119288046,-117.68922057984834,Asbestos Cement,large (14-24),1946,77,Sandy,71.23,4.25,3,399,7,552.9720443427736,2.973783294875698,4034.4830064836683,43.298756650154424
P0452,40.24446058687367,-123.61034882545167,Ductile Iron,small (2-6),1970,53,Silt,14.46,5.0,5,396,8,531.0332957278512,4.319698953268566,1812.3292230267712,8.093773645348833
P0453,39.80025505436637,-122.34464462156008,Asbestos Cement,medium (8-12),1944,79,Rocky,18.49,5.87,6,62,7,693.6404765779333,0.45204524590858886,3089.4489905297846,29.4218394661511
P0454,34.592316835327175,-115.44679877209099,Asbestos Cement,small (2-6),1930,93,Clay,99.37,6.77,4,14,2,564.1019782535855,9.36238961527257,339.18995662106266,48.66642418937364
P0455,35.39404040678898,-118.79618900914481,Cast Iron,medium (8-12),1927,96,Rocky,32.87,7.91,7,268,8,436.1317751330622,1.6131589144944192,967.6679267990302,27.054140314520332
P0456,33.780579369985034,-114.90646922685144,Steel,medium (8-12),1993,30,Loam,56.95,6.62,6,961,5,662.8056069586729,7.485121577850235,3249.5952128108784,8.195108688054379
P0457,35.699529805280015,-118.53780483269068,Asbestos Cement,very large (>24),1952,71,Sandy,29.22,6.33,4,959,7,975.9259437820035,1.6382798918753083,278.02273345609586,46.19213913054713
P0458,36.77864052387058,-121.08610425179722,Steel,large (14-24),1953,70,Sandy,60.23,3.88,3,1045,4,907.9247818026221,8.004128888662077,3629.2617148473305,37.167540031532525
